batch_size,domain,arm,trial,n_correct,n_total,pass_rate,input_tokens,cache_creation,cache_read,output_tokens,total_cost_usd,num_turns,duration_ms,is_error
"8","routing","C","1","8","8","1.0000",8,34456,183088,1565,0.2851614,11,"24919",0
"8","routing","D","2","8","8","1.0000",6,20263,149253,923,0.18021689999999999,4,"17179",0
"8","routing","C","2","8","8","1.0000",8,14636,206208,1472,0.1717824,10,"22091",0
"8","routing","D","3","8","8","1.0000",8,13621,203462,1421,0.16410360000000002,11,"19610",0
"8","routing","C","3","8","8","1.0000",8,15532,207149,2533,0.1933557,12,"33042",0
"8","errors","D","1","8","8","1.0000",8,34265,182669,1326,0.28030469999999996,11,"23029",0
"8","errors","C","1","8","8","1.0000",8,38638,192226,1246,0.3082098,7,"28057",0
"8","errors","D","2","8","8","1.0000",8,13546,203276,1299,0.1617678,11,"18321",0
"8","errors","C","2","8","8","1.0000",8,13547,203286,1300,0.16179179999999999,11,"18067",0
"8","errors","D","3","8","8","1.0000",8,13772,203708,1525,0.1666434,11,"20697",0
"8","errors","C","3","8","8","1.0000",8,13489,203196,1242,0.1605468,11,"18931",0
"8","logging","D","1","8","8","1.0000",6,29587,126556,1255,0.23433180000000003,10,"14227",0
"8","logging","C","1","8","8","1.0000",6,31416,128233,999,0.2419689,10,"16232",0
"8","logging","D","2","8","8","1.0000",6,8873,147163,1201,0.11541990000000002,10,"14956",0
"8","logging","C","2","8","8","1.0000",6,8765,146929,948,0.1109067,10,"13652",0
"8","logging","D","3","8","8","1.0000",6,10025,148162,1098,0.12108659999999999,10,"14562",0
"8","logging","C","3","8","8","1.0000",6,9032,147173,1215,0.1165869,10,"15977",0
"8","testing","D","1","8","8","1.0000",6,40418,128145,526,0.2888595,4,"10491",0
"8","testing","C","1","8","8","1.0000",8,34037,182256,1213,0.27711779999999997,11,"17791",0
"8","testing","D","2","8","8","1.0000",6,19673,148695,759,0.1740495,4,"18348",0
"8","testing","C","2","8","8","1.0000",2403,17079,148497,555,0.1625571,4,"11529",0
"8","testing","D","3","8","8","1.0000",6,19945,148883,705,0.1749279,4,"12533",0
"8","testing","C","3","8","8","1.0000",2403,17598,149044,748,0.1687302,4,"12798",0
