batch_size,domain,arm,trial,n_correct,n_total,pass_rate,input_tokens,cache_creation,cache_read,output_tokens,total_cost_usd,num_turns,duration_ms,is_error
"2","errors","C","1","0","2","0.0000",0,0,0,0,0,1,"1227",1
"2","errors","D","2","0","2","0.0000",0,0,0,0,0,1,"1239",1
"2","errors","C","2","0","2","0.0000",0,0,0,0,0,1,"1191",1
"2","errors","D","3","0","2","0.0000",0,0,0,0,0,1,"1250",1
"2","errors","C","3","0","2","0.0000",0,0,0,0,0,1,"1181",1
"2","logging","D","1","0","2","0.0000",0,0,0,0,0,1,"1220",1
"2","logging","C","1","0","2","0.0000",0,0,0,0,0,1,"1172",1
"2","logging","D","2","0","2","0.0000",0,0,0,0,0,1,"1147",1
"2","logging","C","2","0","2","0.0000",0,0,0,0,0,1,"1148",1
"2","logging","D","3","0","2","0.0000",0,0,0,0,0,1,"1156",1
"2","logging","C","3","0","2","0.0000",0,0,0,0,0,1,"1184",1
"2","testing","D","1","0","2","0.0000",0,0,0,0,0,1,"1148",1
"2","testing","C","1","0","2","0.0000",0,0,0,0,0,1,"1303",1
"2","testing","D","2","0","2","0.0000",0,0,0,0,0,1,"1289",1
"2","testing","C","2","0","2","0.0000",0,0,0,0,0,1,"1176",1
"2","testing","D","3","0","2","0.0000",0,0,0,0,0,1,"1249",1
"2","testing","C","3","0","2","0.0000",0,0,0,0,0,1,"1292",1
"4","middleware","D","1","0","4","0.0000",0,0,0,0,0,1,"1387",1
"4","middleware","C","1","0","4","0.0000",0,0,0,0,0,1,"1308",1
"4","middleware","D","2","0","4","0.0000",0,0,0,0,0,1,"1243",1
"4","middleware","C","2","0","4","0.0000",0,0,0,0,0,1,"1259",1
"4","middleware","D","3","0","4","0.0000",0,0,0,0,0,1,"1245",1
"4","middleware","C","3","0","4","0.0000",0,0,0,0,0,1,"1259",1
"4","routing","D","1","0","4","0.0000",0,0,0,0,0,1,"1249",1
"4","routing","C","1","0","4","0.0000",0,0,0,0,0,1,"1285",1
"4","routing","D","2","0","4","0.0000",0,0,0,0,0,1,"1155",1
"4","routing","C","2","0","4","0.0000",0,0,0,0,0,1,"1165",1
"4","routing","D","3","0","4","0.0000",0,0,0,0,0,1,"1189",1
"4","routing","C","3","0","4","0.0000",0,0,0,0,0,1,"1170",1
"4","errors","D","1","0","4","0.0000",0,0,0,0,0,1,"1188",1
"4","errors","C","1","0","4","0.0000",0,0,0,0,0,1,"1173",1
"4","errors","D","2","0","4","0.0000",0,0,0,0,0,1,"1155",1
"4","errors","C","2","0","4","0.0000",0,0,0,0,0,1,"1179",1
"4","errors","D","3","0","4","0.0000",0,0,0,0,0,1,"1155",1
"4","errors","C","3","0","4","0.0000",0,0,0,0,0,1,"1163",1
"4","logging","D","1","0","4","0.0000",0,0,0,0,0,1,"1142",1
"4","logging","C","1","0","4","0.0000",0,0,0,0,0,1,"1179",1
"4","logging","D","2","0","4","0.0000",0,0,0,0,0,1,"1158",1
"4","logging","C","2","0","4","0.0000",0,0,0,0,0,1,"1189",1
"4","logging","D","3","0","4","0.0000",0,0,0,0,0,1,"1175",1
"4","logging","C","3","0","4","0.0000",0,0,0,0,0,1,"1201",1
"4","testing","D","1","0","4","0.0000",0,0,0,0,0,1,"1185",1
"4","testing","C","1","0","4","0.0000",0,0,0,0,0,1,"1195",1
"4","testing","D","2","0","4","0.0000",0,0,0,0,0,1,"1154",1
"4","testing","C","2","0","4","0.0000",0,0,0,0,0,1,"1206",1
"4","testing","D","3","0","4","0.0000",0,0,0,0,0,1,"1242",1
"4","testing","C","3","0","4","0.0000",0,0,0,0,0,1,"1174",1
"8","middleware","D","1","0","8","0.0000",0,0,0,0,0,1,"1157",1
"8","middleware","C","1","0","8","0.0000",0,0,0,0,0,1,"1207",1
"8","middleware","D","2","0","8","0.0000",0,0,0,0,0,1,"1149",1
"8","middleware","C","2","0","8","0.0000",0,0,0,0,0,1,"1193",1
"8","middleware","D","3","0","8","0.0000",0,0,0,0,0,1,"1165",1
"8","middleware","C","3","0","8","0.0000",0,0,0,0,0,1,"1161",1
"8","routing","D","1","0","8","0.0000",0,0,0,0,0,1,"1253",1
"8","routing","C","1","0","8","0.0000",0,0,0,0,0,1,"1164",1
"8","routing","D","2","0","8","0.0000",0,0,0,0,0,1,"1199",1
"8","routing","C","2","0","8","0.0000",0,0,0,0,0,1,"1155",1
"8","routing","D","3","0","8","0.0000",0,0,0,0,0,1,"1184",1
"8","routing","C","3","0","8","0.0000",0,0,0,0,0,1,"1189",1
"8","errors","D","1","0","8","0.0000",0,0,0,0,0,1,"1163",1
"8","errors","C","1","0","8","0.0000",0,0,0,0,0,1,"1234",1
"8","errors","D","2","0","8","0.0000",0,0,0,0,0,1,"1405",1
"8","errors","C","2","0","8","0.0000",0,0,0,0,0,1,"1243",1
"8","errors","D","3","0","8","0.0000",0,0,0,0,0,1,"1169",1
"8","errors","C","3","0","8","0.0000",0,0,0,0,0,1,"1263",1
"8","logging","D","1","0","8","0.0000",0,0,0,0,0,1,"1209",1
"8","logging","C","1","0","8","0.0000",0,0,0,0,0,1,"1165",1
"8","logging","D","2","0","8","0.0000",0,0,0,0,0,1,"1539",1
"8","logging","C","2","0","8","0.0000",0,0,0,0,0,1,"1214",1
"8","logging","D","3","0","8","0.0000",0,0,0,0,0,1,"1385",1
"8","logging","C","3","0","8","0.0000",0,0,0,0,0,1,"1299",1
"8","testing","D","1","0","8","0.0000",0,0,0,0,0,1,"1248",1
"8","testing","C","1","0","8","0.0000",0,0,0,0,0,1,"1268",1
"8","testing","D","2","0","8","0.0000",0,0,0,0,0,1,"1241",1
"8","testing","C","2","0","8","0.0000",0,0,0,0,0,1,"1539",1
"8","testing","D","3","0","8","0.0000",0,0,0,0,0,1,"1383",1
"8","testing","C","3","0","8","0.0000",0,0,0,0,0,1,"1179",1
