batch_size,domain,arm,trial,n_correct,n_total,pass_rate,input_tokens,cache_creation,cache_read,output_tokens,total_cost_usd,num_turns,duration_ms,is_error
"1","testing","C","2","1","1","1.0000",11,2088,144005,425,0.05743949999999999,5,"13534",0
"1","testing","D","3","1","1","1.0000",13,3644,218324,629,0.0886362,8,"21675",0
"1","testing","C","3","1","1","1.0000",11,2093,144020,430,0.05753775,5,"14514",0
"2","middleware","D","1","2","2","1.0000",11,14271,178167,674,0.11710935,8,"19269",0
"2","middleware","C","1","2","2","1.0000",7,10877,77583,244,0.06774464999999999,3,"9264",0
"2","middleware","D","2","2","2","1.0000",8,3213,156189,619,0.06821445,8,"16293",0
"2","middleware","C","2","2","2","1.0000",11,4824,148173,484,0.06983489999999999,6,"15795",0
"2","middleware","D","3","2","2","1.0000",18,8404,329264,1100,0.1468482,13,"31385",0
"2","middleware","C","3","2","2","1.0000",11,4841,148195,500,0.07014524999999999,6,"16153",0
"2","routing","D","1","2","2","1.0000",11,14190,178102,657,0.1165311,8,"19662",0
"2","routing","C","1","2","2","1.0000",7,11006,77608,407,0.07068089999999999,4,"15331",0
"2","routing","D","2","2","2","1.0000",9,4210,156179,565,0.07114319999999999,7,"16464",0
"2","routing","C","2","2","2","1.0000",8,5460,114634,415,0.0611142,6,"14069",0
"2","routing","D","3","2","2","1.0000",15,4745,219675,859,0.09662625,10,"23122",0
"2","routing","C","3","2","2","1.0000",7,3146,85432,375,0.0430731,4,"10533",0
"2","errors","D","1","2","2","1.0000",11,14494,178679,804,0.12004920000000002,8,"20130",0
"2","errors","C","1","2","2","1.0000",11,12195,140740,564,0.09644625000000001,5,"15609",0
"2","errors","D","2","2","2","1.0000",10,5083,188239,677,0.08571795,9,"19591",0
"2","errors","C","2","2","2","1.0000",11,4431,148626,640,0.07083705,5,"19851",0
"2","errors","D","3","2","2","1.0000",11,5137,190457,677,0.08658885000000001,8,"18910",0
"2","errors","C","3","2","2","1.0000",11,4513,148764,722,0.07241594999999999,5,"28330",0
"2","logging","D","1","2","2","1.0000",11,14217,178079,684,0.11703045000000001,8,"18315",0
"2","logging","C","1","2","2","1.0000",8,12345,108789,544,0.08711445,5,"18426",0
"2","logging","D","2","2","2","1.0000",13,4984,189692,1167,0.09314159999999999,8,"27810",0
"2","logging","C","2","2","2","1.0000",7,3048,85437,336,0.042122099999999996,3,"12346",0
"2","logging","D","3","2","2","1.0000",9,4791,157265,566,0.07366275,7,"15357",0
"2","logging","C","3","2","2","1.0000",7,3048,85437,386,0.042872099999999996,3,"10950",0
"2","testing","D","1","2","2","1.0000",11,14298,178510,762,0.1186335,8,"25983",0
"2","testing","C","1","2","2","1.0000",11,12336,140917,700,0.09906809999999998,5,"21061",0
"2","testing","D","2","2","2","1.0000",11,4413,187945,686,0.08325525,8,"20039",0
"2","testing","C","2","2","2","1.0000",11,4432,148704,643,0.0709092,5,"18995",0
"2","testing","D","3","2","2","1.0000",11,4386,187914,659,0.0827397,8,"20841",0
"2","testing","C","3","2","2","1.0000",11,4410,148655,617,0.070422,5,"17327",0
"4","middleware","D","1","4","4","1.0000",13,16374,179908,1078,0.1315839,12,"25932",0
"4","middleware","C","1","4","4","1.0000",7,11050,77729,267,0.06878219999999999,3,"9830",0
"4","middleware","D","2","4","4","1.0000",13,7897,191302,1054,0.10285335,12,"22984",0
"4","middleware","C","2","4","4","1.0000",8,5889,116892,667,0.06718035,7,"15446",0
"4","middleware","D","3","0","4","0.0000",6,993,92260,637,0.04097475,7,"84123",1
"4","middleware","C","3","0","4","0.0000",0,0,0,0,0,1,"992",1
"4","routing","D","1","0","4","0.0000",0,0,0,0,0,1,"1070",1
"4","routing","C","1","0","4","0.0000",0,0,0,0,0,1,"980",1
"4","routing","D","2","0","4","0.0000",0,0,0,0,0,1,"1047",1
"4","routing","C","2","0","4","0.0000",0,0,0,0,0,1,"989",1
"4","routing","D","3","0","4","0.0000",0,0,0,0,0,1,"1076",1
"4","routing","C","3","0","4","0.0000",0,0,0,0,0,1,"1054",1
"4","errors","D","1","0","4","0.0000",0,0,0,0,0,1,"1025",1
"4","errors","C","1","0","4","0.0000",0,0,0,0,0,1,"977",1
"4","errors","D","2","0","4","0.0000",0,0,0,0,0,1,"1019",1
"4","errors","C","2","0","4","0.0000",0,0,0,0,0,1,"985",1
"4","errors","D","3","0","4","0.0000",0,0,0,0,0,1,"1023",1
"4","errors","C","3","0","4","0.0000",0,0,0,0,0,1,"1089",1
"4","logging","D","1","0","4","0.0000",0,0,0,0,0,1,"1026",1
"4","logging","C","1","0","4","0.0000",0,0,0,0,0,1,"984",1
"4","logging","D","2","0","4","0.0000",0,0,0,0,0,1,"1018",1
"4","logging","C","2","0","4","0.0000",0,0,0,0,0,1,"955",1
"4","logging","D","3","0","4","0.0000",0,0,0,0,0,1,"1238",1
"4","logging","C","3","0","4","0.0000",0,0,0,0,0,1,"1190",1
"4","testing","D","1","0","4","0.0000",0,0,0,0,0,1,"1288",1
"4","testing","C","1","0","4","0.0000",0,0,0,0,0,1,"1208",1
"4","testing","D","2","0","4","0.0000",0,0,0,0,0,1,"1141",1
"4","testing","C","2","0","4","0.0000",0,0,0,0,0,1,"1019",1
"4","testing","D","3","0","4","0.0000",0,0,0,0,0,1,"1269",1
"4","testing","C","3","0","4","0.0000",0,0,0,0,0,1,"1069",1
"8","middleware","D","1","0","8","0.0000",0,0,0,0,0,1,"1056",1
"8","middleware","C","1","0","8","0.0000",0,0,0,0,0,1,"974",1
"8","middleware","D","2","0","8","0.0000",0,0,0,0,0,1,"1038",1
"8","middleware","C","2","0","8","0.0000",0,0,0,0,0,1,"972",1
"8","middleware","D","3","0","8","0.0000",0,0,0,0,0,1,"1110",1
"8","middleware","C","3","0","8","0.0000",0,0,0,0,0,1,"955",1
"8","routing","D","1","0","8","0.0000",0,0,0,0,0,1,"1036",1
"8","routing","C","1","0","8","0.0000",0,0,0,0,0,1,"968",1
"8","routing","D","2","0","8","0.0000",0,0,0,0,0,1,"991",1
"8","routing","C","2","0","8","0.0000",0,0,0,0,0,1,"974",1
"8","routing","D","3","0","8","0.0000",0,0,0,0,0,1,"1094",1
"8","routing","C","3","0","8","0.0000",0,0,0,0,0,1,"1014",1
"8","errors","D","1","0","8","0.0000",0,0,0,0,0,1,"1103",1
"8","errors","C","1","0","8","0.0000",0,0,0,0,0,1,"956",1
"8","errors","D","2","0","8","0.0000",0,0,0,0,0,1,"1032",1
"8","errors","C","2","0","8","0.0000",0,0,0,0,0,1,"1108",1
"8","errors","D","3","0","8","0.0000",0,0,0,0,0,1,"1203",1
"8","errors","C","3","0","8","0.0000",0,0,0,0,0,1,"991",1
"8","logging","D","1","0","8","0.0000",0,0,0,0,0,1,"1298",1
"8","logging","C","1","0","8","0.0000",0,0,0,0,0,1,"996",1
"8","logging","D","2","0","8","0.0000",0,0,0,0,0,1,"1219",1
"8","logging","C","2","0","8","0.0000",0,0,0,0,0,1,"1030",1
"8","logging","D","3","0","8","0.0000",0,0,0,0,0,1,"1072",1
"8","logging","C","3","0","8","0.0000",0,0,0,0,0,1,"1027",1
"8","testing","D","1","0","8","0.0000",0,0,0,0,0,1,"1140",1
"8","testing","C","1","0","8","0.0000",0,0,0,0,0,1,"1115",1
"8","testing","D","2","0","8","0.0000",0,0,0,0,0,1,"1080",1
"8","testing","C","2","0","8","0.0000",0,0,0,0,0,1,"1219",1
"8","testing","D","3","0","8","0.0000",0,0,0,0,0,1,"1092",1
"8","testing","C","3","0","8","0.0000",0,0,0,0,0,1,"1038",1
