phase,N,task_id,arm,trial,pass,input_tokens,cache_creation,cache_read,output_tokens,total_cost_usd,num_turns,duration_ms,is_error,subtype
"crossover","1","000","A","5","0",9,11664,188534,1637,0.42825194999999994,12,118519,0,"success"
"crossover","1","000","B1","5","1",3,0,24796,12,0.007627799999999999,1,2723,0,"success"
"crossover","1","000","C","5","1",11,2513,128664,401,0.05407094999999999,5,11543,0,"success"
"crossover","20","000","C","1","1",8,9162,94715,304,0.067356,4,9084,0,"success"
"crossover","20","000","B2","1","1",4,7917,42443,151,0.044698650000000006,2,5962,0,"success"
"crossover","20","000","A","1","0",8,10258,143450,1402,0.21002069999999998,8,71383,0,"success"
"crossover","20","000","B1","1","1",3,35685,0,12,0.13400775,1,2181,0,"success"
"crossover","20","000","B3","1","1",5,7924,72902,211,0.0547656,3,8080,0,"success"
"crossover","20","000","A","2","0",12,11973,273787,1786,0.3752614500000001,14,124650,0,"success"
"crossover","20","000","B2","2","1",4,8063,46617,147,0.04643835,2,4635,0,"success"
"crossover","20","000","B1","2","1",3,0,35685,12,0.0108945,1,2147,0,"success"
"crossover","20","000","C","2","1",11,9879,132124,405,0.08279145,5,12169,0,"success"
"crossover","20","000","B3","2","1",5,1296,79726,257,0.032647800000000005,4,7860,0,"success"
"crossover","20","000","B2","3","1",4,0,54680,147,0.018621,2,5101,0,"success"
"crossover","20","000","B1","3","1",3,0,35685,12,0.0108945,1,1901,0,"success"
"crossover","20","000","C","3","1",11,2513,139474,401,0.05731394999999999,5,16719,0,"success"
"crossover","20","000","A","3","0",12,12335,315440,1775,0.16754924999999998,11,42226,0,"success"
"crossover","20","000","B3","3","1",5,1205,79635,218,0.03169424999999999,3,13302,0,"success"
"crossover","20","000","B1","4","1",3,0,35685,12,0.0108945,1,2653,0,"success"
"crossover","20","000","B3","4","1",5,1214,79644,227,0.0318657,3,8760,0,"success"
"crossover","20","000","B2","4","1",4,774,53924,165,0.0215667,2,4403,0,"success"
"crossover","20","000","C","4","1",11,2509,139464,397,0.057235949999999994,5,12055,0,"success"
"crossover","20","000","A","4","0",9,14691,195622,1325,0.13367985000000002,10,35072,0,"success"
"crossover","20","000","B1","5","1",3,0,35685,12,0.0108945,1,2069,0,"success"
"crossover","20","000","B3","5","1",5,1203,79633,216,0.03165615,3,7769,0,"success"
"crossover","20","000","C","5","1",11,2536,139478,425,0.05776139999999999,5,14389,0,"success"
"crossover","20","000","B2","5","1",4,762,53924,153,0.021341699999999998,2,4799,0,"success"
"crossover","20","000","A","5","1",12,8439,289154,2087,0.3017281,16,96407,0,"success"
"crossover","80","000","B2","1","1",4,9451,48005,147,0.05205975,2,7813,0,"success"
"crossover","80","000","A","1","0",10,14327,215826,1452,0.14028405,11,40182,0,"success"
"crossover","80","000","C","1","1",11,9873,132108,399,0.08267415,5,19198,0,"success"
"crossover","80","000","B3","1","1",5,9026,74004,260,0.0599637,4,8974,0,"success"
"crossover","80","000","B1","1","1",3,43656,19655,12,0.1697955,1,2402,0,"success"
"crossover","80","000","B1","2","1",3,0,63311,12,0.019182300000000003,1,3991,0,"success"
"crossover","80","000","A","2","0",11,7363,255893,1223,0.12275715,12,36161,0,"success"
"crossover","80","000","B3","2","1",5,2195,80625,207,0.035538749999999994,3,7753,0,"success"
"crossover","80","000","B2","2","1",4,0,57456,147,0.0194538,2,8019,0,"success"
"crossover","80","000","C","2","1",11,2511,139468,399,0.057274649999999996,5,13625,0,"success"
"crossover","80","000","A","3","0",14,15750,338123,1523,0.1833864,14,42621,0,"success"
"crossover","80","000","B3","3","1",5,2199,80629,211,0.03561494999999999,3,13720,0,"success"
"crossover","80","000","B1","3","1",3,0,63311,10,0.0191523,1,2833,0,"success"
"crossover","80","000","C","3","1",11,2510,139467,398,0.0572556,5,12541,0,"success"
"crossover","80","000","B2","3","1",4,758,56700,149,0.0220995,2,7454,0,"success"
"crossover","80","000","C","4","1",11,2534,139475,423,0.057723,5,20622,0,"success"
"crossover","80","000","B1","4","1",3,0,63311,10,0.0191523,1,2681,0,"success"
"crossover","80","000","A","4","0",12,16472,278410,1402,0.16635899999999998,13,38574,0,"success"
"crossover","80","000","B2","4","1",4,764,56700,155,0.022212000000000003,2,5312,0,"success"
"crossover","80","000","B3","4","1",5,2299,80729,259,0.03673995,4,8442,0,"success"
"crossover","80","000","B3","5","1",5,0,82828,211,0.028028400000000002,3,7396,0,"success"
"crossover","80","000","B2","5","1",4,763,56700,154,0.02219325,2,4510,0,"success"
"crossover","80","000","A","5","0",14,6947,346820,2086,0.27896849999999995,13,86563,1,"error_max_turns"
"crossover","80","000","C","5","1",8,2362,111777,308,0.047034599999999996,4,10869,0,"success"
"crossover","80","000","B1","5","1",3,0,63311,12,0.019182300000000003,1,2894,0,"success"
"crossover","160","000","B1","1","1",3,83135,19655,12,0.31784175000000003,1,4081,0,"success"
"crossover","160","000","A","1","0",14,19272,344763,2095,0.20716589999999996,13,61761,1,"error_max_turns"
"crossover","160","000","B3","1","1",5,9256,74234,212,0.0601752,3,7378,0,"success"
"crossover","160","000","C","1","1",11,9864,132080,390,0.08249699999999999,5,15307,0,"success"
"crossover","160","000","B2","1","1",4,12167,50721,147,0.06305954999999999,2,6721,0,"success"
"crossover","160","000","B1","2","1",3,0,102790,12,0.031026,1,6784,0,"success"
"crossover","160","000","C","2","1",11,2535,139477,424,0.057742349999999984,5,15370,0,"success"
"crossover","160","000","B3","2","1",5,2630,81060,260,0.038095500000000004,4,10331,0,"success"
"crossover","160","000","B2","2","1",4,785,62132,176,0.024235349999999996,2,10195,0,"success"
"crossover","160","000","A","2","0",10,16736,244035,1614,0.1602105,12,43572,0,"success"
"crossover","160","000","B1","3","1",3,0,102790,12,0.031026,1,2316,0,"success"
"crossover","160","000","A","3","0",11,5653,253391,1218,0.11551904999999998,9,28508,0,"success"
"crossover","160","000","C","3","1",8,5944,110580,309,0.060122999999999996,4,8967,0,"success"
"crossover","160","000","B2","3","1",4,0,62888,147,0.021083400000000002,2,5438,0,"success"
"crossover","160","000","B3","3","1",5,2541,80971,223,0.03718005,3,7404,0,"success"
"crossover","160","000","B1","4","1",3,0,102790,12,0.031026,1,3805,0,"success"
"crossover","160","000","A","4","0",9,3173,191005,934,0.1886934,8,77423,0,"success"
"crossover","160","000","B3","4","1",5,2530,80960,212,0.0369705,3,7585,0,"success"
"crossover","160","000","C","4","1",8,5941,110575,350,0.060725249999999995,4,11154,0,"success"
"crossover","160","000","B2","4","1",4,755,62132,146,0.02367285,2,5912,0,"success"
"crossover","160","000","A","5","0",14,8332,344471,1628,0.1590483,13,37867,1,"error_max_turns"
"crossover","160","000","C","5","1",8,6132,110574,305,0.06076619999999999,4,10135,0,"success"
"crossover","160","000","B1","5","1",3,0,102790,12,0.031026,1,4543,0,"success"
"crossover","160","000","B2","5","1",4,785,62132,176,0.024235349999999996,2,6920,0,"success"
"crossover","160","000","B3","5","1",5,2527,80957,209,0.03691335,3,10392,0,"success"
"crossover","320","000","B1","1","1",3,161928,19655,12,0.6133154999999999,1,5198,0,"success"
"crossover","320","000","A","1","0",14,23750,356052,2124,0.22778009999999999,16,61893,0,"success"
"crossover","320","000","B2","1","1",4,17561,56093,169,0.08522865,2,6722,0,"success"
"crossover","320","000","B3","1","1",5,9356,74334,260,0.0613002,4,8805,0,"success"
"crossover","320","000","C","1","1",11,9893,132107,420,0.08306385,5,20990,0,"success"
"crossover","320","000","B1","2","1",3,0,181583,12,0.0546639,1,5284,0,"success"
"crossover","320","000","B2","2","1",4,763,72876,154,0.02704605,2,16194,0,"success"
"crossover","320","000","B3","2","1",5,2635,81065,265,0.038190749999999996,4,8129,0,"success"
"crossover","320","000","A","2","0",12,6785,290644,1432,0.13415295000000002,13,35515,0,"success"
"crossover","320","000","C","2","1",13,10124,218836,575,0.11227980000000001,7,15967,0,"success"
"crossover","320","000","B1","3","1",3,0,181583,12,0.0546639,1,5351,0,"success"
"crossover","320","000","B3","3","1",5,2540,80970,222,0.037161,3,7625,0,"success"
"crossover","320","000","A","3","0",14,7579,344495,1437,0.15336675,12,39680,0,"success"
"crossover","320","000","C","3","1",11,2534,139475,423,0.057723,5,15632,0,"success"
"crossover","320","000","B2","3","1",4,780,72876,171,0.0273648,2,6159,0,"success"
"crossover","320","000","B2","4","1",4,779,72876,170,0.027346049999999997,2,8463,0,"success"
"crossover","320","000","B1","4","1",3,0,181583,12,0.0546639,1,2715,0,"success"
"crossover","320","000","A","4","0",14,15818,352749,1862,0.1931142,14,55154,0,"success"
"crossover","320","000","B3","4","1",5,2528,80958,210,0.0369324,3,7674,0,"success"
"crossover","320","000","C","4","1",13,10151,218828,603,0.11279864999999999,7,18588,0,"success"
"crossover","320","000","B1","5","1",3,0,181583,12,0.0546639,1,2197,0,"success"
"crossover","320","000","B2","5","1",4,0,73655,170,0.0246585,2,6279,0,"success"
"crossover","320","000","C","5","1",11,2534,139474,423,0.057722699999999995,5,14825,0,"success"
"crossover","320","000","A","5","0",11,5366,251311,1970,0.3006037000000001,12,96712,0,"success"
"crossover","320","000","B3","5","1",4,485,52762,245,0.051802100000000004,2,22939,0,"success"
"workload","80","000","C","1","1",8,11125,103215,350,0.07795725,5,10030,0,"success"
"workload","80","000","B3","1","1",5,8930,73908,216,0.058914900000000006,3,8962,0,"success"
"workload","80","000","B2","1","1",4,9458,48005,154,0.052191,2,5131,0,"success"
"workload","80","000","B2","2","1",4,761,56700,152,0.022155750000000002,2,6376,0,"success"
"workload","80","000","C","2","1",11,2533,139469,422,0.057702449999999995,5,14932,0,"success"
"workload","80","000","B3","2","1",5,2418,80848,344,0.0384969,4,9310,0,"success"
"workload","80","000","B3","3","1",5,2205,80635,217,0.03572925,3,8558,0,"success"
"workload","80","000","B2","3","1",4,756,56700,147,0.022062000000000002,2,4802,0,"success"
"workload","80","000","C","3","1",8,3567,110587,313,0.05127135,4,10098,0,"success"
"workload","80","004","B3","1","1",5,8934,73915,226,0.059081999999999996,3,7425,0,"success"
"workload","80","004","B2","1","1",4,9466,48003,168,0.052430399999999995,2,5224,0,"success"
"workload","80","004","C","1","1",11,9867,132094,395,0.08258744999999999,5,12062,0,"success"
"workload","80","004","B3","2","1",5,2291,80720,255,0.03664725,4,10763,0,"success"
"workload","80","004","C","2","1",11,2515,139473,403,0.05735115,5,12315,0,"success"
"workload","80","004","B2","2","1",4,748,56696,143,0.021970800000000002,2,4647,0,"success"
"workload","80","004","B3","3","1",5,2209,80638,225,0.03586515,3,8103,0,"success"
"workload","80","004","B2","3","1",4,756,56696,151,0.022120800000000003,2,4948,0,"success"
"workload","80","004","C","3","1",11,2513,139470,401,0.057312749999999996,5,11058,0,"success"
"workload","80","008","B2","1","1",4,9440,48004,143,0.051958199999999996,2,5388,0,"success"
"workload","80","008","C","1","1",11,12091,136398,549,0.09452864999999999,5,15180,0,"success"
"workload","80","008","B3","1","1",5,8917,73902,210,0.058774349999999996,3,8663,0,"success"
"workload","80","008","B3","2","1",5,2201,80636,219,0.03574454999999999,3,9319,0,"success"
"workload","80","008","C","2","1",7,3490,82249,298,0.04225319999999999,3,10620,0,"success"
"workload","80","008","B2","2","1",4,768,56698,165,0.022376399999999998,2,8799,0,"success"
"workload","80","008","B2","3","1",4,0,57466,165,0.019726799999999996,2,5447,0,"success"
"workload","80","008","B3","3","1",5,2201,80636,219,0.03574454999999999,3,15389,0,"success"
"workload","80","008","C","3","1",7,3484,82244,311,0.042424199999999995,3,11395,0,"success"
"workload","80","012","B2","1","1",4,9451,48003,161,0.05226914999999999,2,4852,0,"success"
"workload","80","012","B3","1","1",5,9125,74115,339,0.061553250000000004,4,10144,0,"success"
"workload","80","012","C","1","1",8,11216,103214,350,0.07829819999999998,5,11281,0,"success"
"workload","80","012","B3","2","1",5,2183,80621,207,0.03549255,3,9599,0,"success"
"workload","80","012","C","2","1",7,3781,82247,288,0.043193850000000006,4,12916,0,"success"
"workload","80","012","B2","2","1",4,778,56696,181,0.0226533,2,5927,0,"success"
"workload","80","012","C","3","1",7,3564,82248,244,0.041720400000000005,3,7811,0,"success"
"workload","80","012","B3","3","1",5,2404,80842,342,0.0384126,4,9038,0,"success"
"workload","80","012","B2","3","1",4,747,56696,150,0.022072050000000003,2,6972,0,"success"
"workload","80","016","B2","1","1",4,9436,48003,149,0.05203289999999999,2,4599,0,"success"
"workload","80","016","C","1","1",7,11070,74884,286,0.06828870000000001,4,7988,0,"success"
"workload","80","016","B3","1","1",5,8914,73908,217,0.0588699,3,8409,0,"success"
"workload","80","016","B2","2","1",4,745,56696,151,0.02207955,2,8726,0,"success"
"workload","80","016","C","2","1",7,3598,82247,290,0.042537599999999995,4,9110,0,"success"
"workload","80","016","B3","2","1",5,2186,80628,213,0.0355959,3,7920,0,"success"
"workload","80","016","B2","3","1",4,758,56696,164,0.0223233,2,6340,0,"success"
"workload","80","016","B3","3","1",5,2185,80627,212,0.03557684999999999,3,10642,0,"success"
"workload","80","016","C","3","1",7,3710,82245,286,0.042897000000000005,4,8291,0,"success"
"workload","80","020","B3","1","1",5,8933,73909,218,0.05895645,3,8937,0,"success"
"workload","80","020","B2","1","1",4,9460,48005,155,0.052213499999999996,2,4759,0,"success"
"workload","80","020","C","1","1",8,10911,103191,295,0.07632254999999999,4,9753,0,"success"
"workload","80","020","B3","2","1",5,2305,80733,264,0.03683865,4,8212,0,"success"
"workload","80","020","C","2","1",8,3560,110574,306,0.05113619999999999,4,10149,0,"success"
"workload","80","020","B2","2","1",4,0,57465,155,0.019576499999999997,2,4754,0,"success"
"workload","80","020","C","3","1",8,2360,111742,295,0.0468216,4,9740,0,"success"
"workload","80","020","B2","3","1",4,0,57465,155,0.019576499999999997,2,5143,0,"success"
"workload","80","020","B3","3","1",5,2208,80636,219,0.0357708,3,7330,0,"success"
"workload","80","024","C","1","1",7,11124,74882,281,0.0684156,4,8299,0,"success"
"workload","80","024","B2","1","1",4,9451,48002,162,0.05228385,2,4899,0,"success"
"workload","80","024","B3","1","1",6,2256,107197,265,0.044612099999999995,4,9519,0,"success"
"workload","80","024","B2","2","1",4,771,56694,174,0.02252145,2,6504,0,"success"
"workload","80","024","B3","2","1",5,2290,80727,262,0.036750599999999994,4,9144,0,"success"
"workload","80","024","C","2","1",8,11256,110596,385,0.0811878,5,12638,0,"success"
"workload","80","024","C","3","1",7,3783,82260,299,0.04337025,4,8456,0,"success"
"workload","80","024","B2","3","1",4,0,57453,162,0.019677899999999998,2,5912,0,"success"
"workload","80","024","B3","3","1",5,2280,80717,252,0.0365601,4,9300,0,"success"
"workload","80","028","C","1","1",11,9906,132111,431,0.0832788,5,11967,0,"success"
"workload","80","028","B3","1","1",5,9027,74005,261,0.05998275,4,10004,0,"success"
"workload","80","028","B2","1","1",4,9473,48005,169,0.05247225,2,5889,0,"success"
"workload","80","028","C","2","1",11,2546,139482,433,0.057920099999999995,5,13518,0,"success"
"workload","80","028","B2","2","1",4,763,56700,154,0.022193249999999998,2,5590,0,"success"
"workload","80","028","B3","2","1",5,2302,80732,262,0.0367971,4,9242,0,"success"
"workload","80","028","B2","3","1",4,0,57463,154,0.0195609,2,4594,0,"success"
"workload","80","028","B3","3","1",5,2299,80729,259,0.03673995,4,10334,0,"success"
"workload","80","028","C","3","1",11,2524,139495,407,0.0574515,5,18306,0,"success"
"workload","80","032","C","1","1",7,10928,74892,248,0.0671886,3,9565,0,"success"
"workload","80","032","B3","1","1",5,8928,73906,217,0.058921799999999996,3,7269,0,"success"
"workload","80","032","B2","1","1",4,9481,48004,180,0.05266695,2,5140,0,"success"
"workload","80","032","B3","2","1",5,2298,80726,260,0.0367503,4,9596,0,"success"
"workload","80","032","B2","2","1",4,787,56698,180,0.022672649999999996,2,7302,0,"success"
"workload","80","032","C","2","1",7,3687,82257,304,0.043084349999999993,4,9924,0,"success"
"workload","80","032","B3","3","1",5,2204,80632,218,0.035739599999999996,3,6919,0,"success"
"workload","80","032","B2","3","1",4,776,56698,169,0.022466399999999997,2,5871,0,"success"
"workload","80","032","C","3","1",7,3563,82254,244,0.04171845,3,10620,0,"success"
"workload","80","036","B2","1","1",4,9450,48003,163,0.05229539999999999,2,5281,0,"success"
"workload","80","036","C","1","1",11,9843,132087,393,0.08246534999999999,5,12186,0,"success"
"workload","80","036","B3","1","1",5,8912,73906,215,0.058831800000000004,3,7745,0,"success"
"workload","80","036","B3","2","1",5,2186,80628,213,0.0355959,3,7324,0,"success"
"workload","80","036","B2","2","1",4,0,57453,163,0.0196929,2,5765,0,"success"
"workload","80","036","C","2","1",11,2518,139485,429,0.057755999999999995,5,14250,0,"success"
"workload","80","036","B2","3","1",4,743,56696,149,0.02204205,2,4843,0,"success"
"workload","80","036","B3","3","1",5,2277,80719,252,0.03654945,4,6843,0,"success"
"workload","80","036","C","3","1",11,2511,139464,422,0.05761845,5,25197,0,"success"
"workload","80","040","B3","1","1",4,7164,46036,240,0.09118750000000002,2,20830,0,"success"
"workload","80","040","B2","1","1",4,9460,48005,155,0.052213499999999996,2,4885,0,"success"
"workload","80","040","C","1","1",11,9904,132121,426,0.0831993,5,13430,0,"success"
"workload","80","040","B3","2","1",5,2304,80732,263,0.036819599999999994,4,7931,0,"success"
"workload","80","040","B2","2","1",4,758,56700,148,0.0220845,2,4906,0,"success"
"workload","80","040","C","2","1",11,2520,139481,403,0.057372299999999994,5,12160,0,"success"
"workload","80","040","C","3","1",11,2546,139471,430,0.057871799999999994,5,13019,0,"success"
"workload","80","040","B3","3","1",5,2299,80727,258,0.03672435,4,8500,0,"success"
"workload","80","040","B2","3","1",4,784,56700,174,0.022572000000000002,2,7245,0,"success"
"workload","80","044","C","1","1",11,9864,132077,414,0.0828561,5,12838,0,"success"
"workload","80","044","B3","1","1",6,8988,100490,274,0.06798,4,10541,0,"success"
"workload","80","044","B2","1","1",4,9436,48002,147,0.052002599999999996,2,5973,0,"success"
"workload","80","044","B3","2","1",6,2260,107203,269,0.04468889999999999,4,8451,0,"success"
"workload","80","044","C","2","1",12,2578,167902,474,0.0671841,6,14759,0,"success"
"workload","80","044","B2","2","1",4,760,56694,163,0.0223152,2,5154,0,"success"
"workload","80","044","B2","3","1",4,746,56694,149,0.0220527,2,4905,0,"success"
"workload","80","044","C","3","1",7,3768,82248,288,0.0431454,4,8541,0,"success"
"workload","80","044","B3","3","1",5,2277,80713,249,0.03650265,4,8010,0,"success"
"workload","80","048","B3","1","1",5,8928,73913,221,0.0589839,3,9380,0,"success"
"workload","80","048","C","1","1",11,9899,132162,438,0.08337284999999998,5,13681,0,"success"
"workload","80","048","B2","1","1",4,9447,48004,150,0.052089449999999995,2,5599,0,"success"
"workload","80","048","B2","2","1",4,769,56698,166,0.022395149999999996,2,5424,0,"success"
"workload","80","048","B3","2","1",4,424,52760,232,0.0604827,2,20737,0,"success"
"workload","80","048","C","2","1",11,2501,139473,400,0.05725364999999999,5,16619,0,"success"
"workload","80","048","C","3","1",11,2514,139451,414,0.057505799999999996,5,18338,0,"success"
"workload","80","048","B2","3","1",4,747,56698,144,0.02198265,2,5231,0,"success"
"workload","80","048","B3","3","1",5,2194,80629,212,0.035611199999999996,3,7707,0,"success"
"workload","80","052","B3","1","1",5,9122,74113,336,0.0614964,4,10894,0,"success"
"workload","80","052","C","1","1",11,9992,132325,424,0.0835605,5,11906,0,"success"
"workload","80","052","B2","1","1",4,9440,48003,150,0.052062899999999995,2,5302,0,"success"
"workload","80","052","B3","2","1",4,459,52758,236,0.07569670000000002,2,37187,0,"success"
"workload","80","052","C","2","1",12,2593,167933,480,0.06733965,6,14094,0,"success"
"workload","80","052","B2","2","1",4,760,56696,163,0.0223158,2,5290,0,"success"
"workload","80","052","C","3","1",11,2610,139689,401,0.057742199999999994,5,16796,0,"success"
"workload","80","052","B2","3","1",4,772,56696,175,0.0225408,2,6454,0,"success"
"workload","80","052","B3","3","1",4,603,52758,242,0.08652305,2,39891,0,"success"
"workload","80","056","B3","1","1",5,8907,73901,210,0.058736550000000005,3,10550,0,"success"
"workload","80","056","B2","1","1",4,9438,48003,151,0.052070399999999996,2,5560,0,"success"
"workload","80","056","C","1","1",11,9841,132085,391,0.08242725,5,10262,0,"success"
"workload","80","056","C","2","1",11,2521,139497,432,0.05781585,5,12337,0,"success"
"workload","80","056","B2","2","1",4,744,56696,150,0.0220608,2,5988,0,"success"
"workload","80","056","B3","2","1",5,2189,80631,216,0.03565305,3,8630,0,"success"
"workload","80","056","C","3","1",11,2491,139468,401,0.05722965000000001,5,12973,0,"success"
"workload","80","056","B3","3","1",5,2184,80626,211,0.0355578,3,6897,0,"success"
"workload","80","056","B2","3","1",4,757,56696,163,0.02230455,2,5531,0,"success"
"workload","80","060","C","1","1",8,10919,103207,304,0.07649234999999999,4,10390,0,"success"
"workload","80","060","B3","1","1",5,8926,73909,218,0.0589302,3,8853,0,"success"
"workload","80","060","B2","1","1",4,9449,48004,151,0.05211195,2,7771,0,"success"
"workload","80","060","B3","2","1",5,2299,80732,264,0.03681585,4,8490,0,"success"
"workload","80","060","C","2","1",7,3704,82252,291,0.04295159999999999,4,9181,0,"success"
"workload","80","060","B2","2","1",4,751,56698,147,0.022042649999999997,2,4723,0,"success"
"workload","80","060","B3","3","1",5,2296,80729,261,0.036758700000000005,4,8009,0,"success"
"workload","80","060","B2","3","1",4,757,56698,153,0.02215515,2,5445,0,"success"
"workload","80","060","C","3","1",11,2521,139463,420,0.05762565,5,12128,0,"success"
"workload","80","064","C","1","1",11,9910,132113,420,0.0831294,5,12674,0,"success"
"workload","80","064","B3","1","1",5,8939,73909,219,0.05899395,3,7520,0,"success"
"workload","80","064","B2","1","1",4,9462,48004,152,0.0521757,2,6925,0,"success"
"workload","80","064","B2","2","1",4,767,56698,151,0.02216265,2,5156,0,"success"
"workload","80","064","C","2","1",11,2557,139498,428,0.05789115,5,12754,0,"success"
"workload","80","064","B3","2","1",5,2426,80846,345,0.0385413,4,9631,0,"success"
"workload","80","064","C","3","1",11,2538,139504,408,0.057521699999999995,5,12567,0,"success"
"workload","80","064","B2","3","1",4,786,56698,170,0.022518899999999998,2,5068,0,"success"
"workload","80","064","B3","3","1",5,2413,80833,332,0.03829365,4,11910,0,"success"
"workload","80","068","B2","1","1",4,9446,48004,149,0.0520707,2,4925,0,"success"
"workload","80","068","C","1","1",11,9855,132093,396,0.08255715,5,12552,0,"success"
"workload","80","068","B3","1","1",5,8912,73896,205,0.058678799999999996,3,7415,0,"success"
"workload","80","068","B3","2","1",5,2294,80728,260,0.036735899999999995,4,7585,0,"success"
"workload","80","068","B2","2","1",4,769,56698,166,0.02239515,2,8192,0,"success"
"workload","80","068","C","2","1",7,3712,82257,370,0.0441681,4,9256,0,"success"
"workload","80","068","B3","3","1",4,681,52760,212,0.0814106,2,24690,0,"success"
"workload","80","068","B2","3","1",4,770,56698,167,0.022413899999999997,2,5596,0,"success"
"workload","80","068","C","3","1",11,2494,139457,396,0.057162599999999994,5,12430,0,"success"
"workload","80","072","C","1","1",7,11140,74889,287,0.06856770000000001,4,7786,0,"success"
"workload","80","072","B3","1","1",5,9132,74122,346,0.0616866,4,11217,0,"success"
"workload","80","072","B2","1","1",4,9454,48003,164,0.052325399999999994,2,4767,0,"success"
"workload","80","072","B2","2","1",4,758,56696,161,0.0222783,2,5263,0,"success"
"workload","80","072","B3","2","1",5,2200,80638,224,0.0358164,3,8577,0,"success"
"workload","80","072","C","2","1",7,3777,82246,284,0.043118550000000005,4,8051,0,"success"
"workload","80","072","B2","3","1",4,765,56696,168,0.02240955,2,7303,0,"success"
"workload","80","072","B3","3","1",5,2198,80636,222,0.0357783,3,10664,0,"success"
"workload","80","072","C","3","1",7,3780,82245,287,0.043174500000000005,4,7868,0,"success"
"workload","80","076","B3","1","1",5,9011,73998,253,0.05980065,4,8113,0,"success"
"workload","80","076","C","1","1",11,9893,132119,423,0.08311244999999999,5,12712,0,"success"
"workload","80","076","B2","1","1",4,9515,48074,149,0.05235044999999999,2,4756,0,"success"
"workload","80","076","B2","2","1",4,753,56838,151,0.022152149999999995,2,4576,0,"success"
"workload","80","076","C","2","1",8,9585,103545,321,0.07184625,4,9833,0,"success"
"workload","80","076","B3","2","1",5,8988,74042,215,0.0591576,3,8083,0,"success"
"workload","80","076","B3","3","1",5,2286,80924,253,0.036659699999999996,4,8816,0,"success"
"workload","80","076","C","3","1",11,9966,132408,429,0.0835629,5,11822,0,"success"
"workload","80","076","B2","3","1",4,9512,48071,149,0.0523383,2,4501,0,"success"
