batch_size,domain,arm,trial,n_correct,n_total,pass_rate,input_tokens,cache_creation,cache_read,output_tokens,total_cost_usd,num_turns,duration_ms,is_error
"1","testing","C","1","1","1","1.0000",11,9671,135383,404,0.08297415000000001,5,"16344",0
"1","testing","D","2","1","1","1.0000",11,3500,185890,550,0.077175,6,"19567",0
"1","testing","C","2","1","1","1.0000",11,2097,142991,434,0.057304049999999995,5,"15547",0
"1","testing","D","3","1","1","1.0000",11,3480,185822,530,0.0767796,6,"20594",0
"1","testing","C","3","1","1","1.0000",11,2070,142987,406,0.056781599999999995,5,"16538",0
"2","middleware","D","1","2","2","1.0000",11,15040,210261,698,0.1299813,10,"21497",0
"2","middleware","C","1","2","2","1.0000",7,10786,77173,297,0.0680754,4,"9939",0
"2","middleware","D","2","2","2","1.0000",11,4662,186914,682,0.0838197,8,"28140",0
"2","middleware","C","2","2","2","1.0000",11,4896,147224,555,0.0708852,6,"16833",0
"2","middleware","D","3","2","2","1.0000",13,4869,218151,824,0.09610305,10,"22828",0
"2","middleware","C","3","2","2","1.0000",7,3041,84811,346,0.04205805,3,"15464",0
"2","routing","D","1","2","2","1.0000",13,14199,208373,809,0.12793215,10,"32359",0
"2","routing","C","1","2","2","1.0000",8,11079,106167,493,0.08081535000000001,6,"14813",0
"2","routing","D","2","2","2","1.0000",11,4385,186686,665,0.08245754999999999,8,"19075",0
"2","routing","C","2","2","2","1.0000",7,2939,84814,318,0.04125644999999999,3,"11005",0
"2","routing","D","3","2","2","1.0000",11,4386,186711,666,0.0824838,8,"21849",0
"2","routing","C","3","2","2","1.0000",7,3265,84813,408,0.04382865,4,"25592",0
"2","errors","D","1","2","2","1.0000",10,14770,179149,670,0.1192122,9,"40471",0
"2","errors","C","1","2","2","1.0000",11,12003,139897,576,0.09565335,5,"20515",0
"2","errors","D","2","2","2","1.0000",10,4841,187651,766,0.08596904999999999,9,"21595",0
"2","errors","C","2","2","2","1.0000",11,4544,147733,757,0.0727479,5,"25485",0
"2","errors","D","3","2","2","1.0000",9,5281,156648,617,0.07608015,7,"21263",0
"2","errors","C","3","2","2","1.0000",11,4404,147595,617,0.0700815,5,"25821",0
"2","logging","D","1","2","2","1.0000",17,14603,270804,1044,0.15171345000000003,12,"30292",0
"2","logging","C","1","2","2","1.0000",7,10682,77176,401,0.0692463,3,"11933",0
"2","logging","D","2","2","2","1.0000",9,5317,156811,524,0.07486904999999999,7,"27176",0
"2","logging","C","2","2","2","1.0000",7,3051,84816,366,0.04239705,3,"11452",0
"2","logging","D","3","2","2","1.0000",18,8206,327091,1166,0.14644379999999999,13,"32303",0
"2","logging","C","3","2","2","1.0000",7,3042,84807,384,0.0426306,3,"12402",0
"2","testing","D","1","2","2","1.0000",11,14023,177120,695,0.11618024999999998,8,"19800",0
"2","testing","C","1","2","2","1.0000",11,12090,139977,671,0.0974286,5,"17980",0
"2","testing","D","2","2","2","1.0000",13,4618,217996,826,0.0951453,10,"28229",0
"2","testing","C","2","2","2","1.0000",11,4441,147531,649,0.07068105,5,"22748",0
"2","testing","D","3","2","2","1.0000",11,4380,186572,653,0.08222460000000001,8,"19034",0
"2","testing","C","3","2","2","1.0000",11,4424,147526,632,0.0703608,5,"30408",0
"4","middleware","D","1","4","4","1.0000",10,5760,156199,813,0.0806847,8,"20902",0
"4","middleware","C","1","4","4","1.0000",8,5861,116041,639,0.06640005,7,"15541",0
"4","middleware","D","2","4","4","1.0000",13,6216,188176,962,0.0942318,12,"23303",0
"4","middleware","C","2","4","4","1.0000",7,3040,85017,274,0.0410361,3,"16594",0
"4","middleware","D","3","4","4","1.0000",13,7879,189980,1036,0.10211925,12,"24868",0
"4","middleware","C","3","4","4","1.0000",7,3042,85021,367,0.04243979999999999,3,"11119",0
"4","routing","D","1","4","4","1.0000",13,15879,178410,918,0.12687825,12,"26061",0
"4","routing","C","1","4","4","1.0000",7,10734,77287,346,0.06864959999999999,3,"11773",0
"4","routing","D","2","4","4","1.0000",10,5757,156224,837,0.08104095,8,"20373",0
"4","routing","C","2","4","4","1.0000",7,3055,85010,502,0.04451025,3,"14099",0
"4","routing","D","3","4","4","1.0000",10,5852,156292,932,0.08284259999999999,8,"23992",0
"4","routing","C","3","4","4","1.0000",13,6801,148157,783,0.08173485,9,"19274",0
"4","errors","D","1","4","4","1.0000",13,16160,178825,1031,0.1297515,12,"23809",0
"4","errors","C","1","4","4","1.0000",11,12163,140308,760,0.09913665,5,"20036",0
"4","errors","D","2","4","4","1.0000",13,6421,188508,1015,0.09589515,12,"23712",0
"4","errors","C","2","4","4","1.0000",11,4515,148033,748,0.07259415,5,"20998",0
"4","errors","D","3","4","4","1.0000",13,6402,188484,1004,0.0956517,12,"25384",0
"4","errors","C","3","4","4","1.0000",11,4439,147868,656,0.07087964999999999,5,"17995",0
"4","logging","D","1","4","4","1.0000",13,15968,178540,986,0.12827100000000002,12,"22010",0
"4","logging","C","1","4","4","1.0000",7,10752,77307,355,0.0688581,3,"11060",0
"4","logging","D","2","4","4","1.0000",13,6296,188501,1051,0.09596429999999999,12,"28850",0
"4","logging","C","2","4","4","1.0000",8,5859,116050,671,0.06687525,7,"16013",0
"4","logging","D","3","4","4","1.0000",13,6251,188403,1006,0.09509115,12,"24967",0
"4","logging","C","3","4","4","1.0000",7,3037,85005,343,0.04205625,3,"12229",0
"4","testing","D","1","4","4","1.0000",13,15915,178416,930,0.12719505,12,"30383",0
"4","testing","C","1","4","4","1.0000",11,12238,140320,843,0.1006665,5,"21081",0
"4","testing","D","2","4","4","1.0000",13,6167,188085,909,0.09322575,12,"23550",0
"4","testing","C","2","4","4","1.0000",11,4452,147942,754,0.0724206,5,"20758",0
"4","testing","D","3","4","4","1.0000",13,6188,188120,930,0.09362999999999999,12,"22450",0
"4","testing","C","3","4","4","1.0000",11,4456,147982,757,0.0724926,5,"21409",0
"8","middleware","D","1","8","8","1.0000",13,21404,183359,1588,0.15913170000000001,20,"29970",0
"8","middleware","C","1","8","8","1.0000",8,16612,108759,982,0.1096767,11,"22038",0
"8","middleware","D","2","8","8","1.0000",13,11403,193393,1596,0.12475815000000001,20,"30936",0
"8","middleware","C","2","8","8","1.0000",13,9876,149577,953,0.0962421,12,"22918",0
"8","middleware","D","3","8","8","1.0000",13,9929,191943,1620,0.11915565,20,"29028",0
"8","middleware","C","3","8","8","1.0000",13,9885,149596,962,0.09641655,12,"21124",0
"8","routing","D","1","8","8","1.0000",10,19366,149250,1310,0.13707750000000002,19,"24233",0
"8","routing","C","1","8","8","1.0000",7,11323,78004,424,0.07224345,3,"12059",0
"8","routing","D","2","8","8","1.0000",12,8845,157632,1159,0.09787934999999999,12,"25428",0
"8","routing","C","2","8","8","1.0000",7,3610,85848,605,0.0483879,4,"13838",0
"8","routing","D","3","8","8","1.0000",12,8961,157644,1275,0.10005795,12,"27603",0
"8","routing","C","3","8","8","1.0000",7,2403,87054,482,0.04237845,4,"12813",0
"8","errors","D","1","8","8","1.0000",13,19866,181428,1461,0.15087989999999998,20,"36181",0
"8","errors","C","1","8","8","1.0000",11,12910,142369,1028,0.1065762,5,"25886",0
"8","errors","D","2","8","8","1.0000",13,9884,191520,1474,0.11667,20,"27916",0
"8","errors","C","2","8","8","1.0000",11,5002,149204,1400,0.0845517,5,"29160",0
"8","errors","D","3","8","8","1.0000",13,9875,191480,1465,0.11648924999999999,20,"28764",0
"8","errors","C","3","8","8","1.0000",11,5042,150170,838,0.0765615,5,"24304",0
"8","logging","D","1","8","8","1.0000",13,19811,181794,1572,0.15244845,20,"28486",0
"8","logging","C","1","8","8","1.0000",8,16851,108806,1158,0.11322705000000001,11,"21404",0
"8","logging","D","2","8","8","1.0000",13,9806,191774,1574,0.1179537,20,"28441",0
"8","logging","C","2","8","8","1.0000",8,8968,116615,1200,0.08663850000000001,11,"22235",0
"8","logging","D","3","8","8","1.0000",13,9668,191357,1436,0.11524109999999999,20,"25585",0
"8","logging","C","3","8","8","1.0000",8,8835,116677,980,0.08285835,11,"19347",0
"8","testing","D","1","8","8","1.0000",13,19754,181686,1581,0.15233729999999998,20,"28442",0
"8","testing","C","1","8","8","1.0000",11,12215,140710,774,0.09966225000000001,5,"20172",0
"8","testing","D","2","8","8","1.0000",13,9767,191590,1571,0.11770725,20,"27043",0
"8","testing","C","2","8","8","1.0000",11,4458,148568,847,0.07402589999999999,5,"20831",0
"8","testing","D","3","8","8","1.0000",13,9763,191610,1567,0.11763824999999999,20,"28158",0
"8","testing","C","3","8","8","1.0000",11,5166,150208,1100,0.08096790000000001,5,"23606",0
